ReviewID;CustomerID;ProductID;ReviewDate;Rating;ReviewText;SentimentScore;SentimentCategory;SentimentBucket
293;25;13;14/02/2023;3;Not worth  the money.;-0.1695;Mixed Positive;-1.0 to -0.5
294;63;13;9/11/2023;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
295;61;6;13/10/2024;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
296;85;18;13/12/2023;4;The  quality is top-notch.;0.0;Positive;0.0 to 4.9
297;92;16;6/08/2023;3;Average experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
298;41;15;13/06/2025;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
299;93;13;1/02/2024;1;Product did not meet my expectations.;0.0;Negative;0.0 to 4.9
300;22;18;9/05/2023;2;Disappointed with the performance.;-0.4767;Mixed Negative;-1.0 to -0.5
301;6;7;30/05/2023;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
302;64;19;8/10/2024;5;The quality is top-notch.;0.0;Positive;0.0 to 4.9
303;20;10;25/04/2024;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
304;66;14;1/02/2023;3;Average  experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
305;87;7;25/08/2023;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
306;52;8;19/07/2025;3;Average experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
307;63;16;8/01/2025;5;Exceeded my expectations!;0.0;Positive;0.0 to 4.9
308;90;14;2/04/2023;5;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
309;70;11;2/02/2023;3;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
310;40;1;30/11/2024;5;Exceeded my expectations!;0.0;Positive;0.0 to 4.9
311;52;11;14/11/2023;4;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
312;90;3;5/11/2023;2;The product arrived late.;0.0;Negative;0.0 to 4.9
313;13;3;14/01/2024;4;I  love this product, will buy again!;0.6696;Positive;0.5 to 1.0
314;22;17;6/10/2025;2;Product did not meet my expectations.;0.0;Negative;0.0 to 4.9
315;32;7;13/06/2025;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
316;48;4;15/08/2025;5;Five stars for the quick  delivery.;0.0;Positive;0.0 to 4.9
317;15;6;4/08/2023;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
318;97;4;15/12/2023;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
319;86;6;11/12/2024;5;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
320;79;17;24/02/2023;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
321;58;12;17/04/2024;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
322;76;13;1/12/2024;4;Great  purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
323;47;4;24/04/2023;4;Shipping was  fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
324;89;5;8/07/2024;4;Shipping was fast and the item  was well-packaged.;0.0;Positive;0.0 to 4.9
325;78;6;17/04/2023;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
326;17;14;15/06/2024;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
327;95;8;25/08/2023;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
328;100;13;20/02/2024;2;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
329;6;9;7/12/2024;3;The quality is top-notch.;0.0;Neutral;0.0 to 4.9
330;22;14;18/03/2023;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
331;68;4;17/08/2023;5;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
332;2;10;6/11/2024;5;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
333;87;5;2/06/2024;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
334;70;9;14/04/2025;5;Five stars for the quick  delivery.;0.0;Positive;0.0 to 4.9
335;75;14;12/03/2024;5;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
336;8;8;7/02/2024;2;The product arrived late.;0.0;Negative;0.0 to 4.9
337;32;19;22/05/2024;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
338;98;4;22/01/2023;2;The product arrived late.;0.0;Negative;0.0 to 4.9
339;38;2;11/01/2025;5;Exceeded my  expectations!;0.0;Positive;0.0 to 4.9
340;95;17;16/09/2025;5;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
341;62;3;4/11/2024;2;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
342;19;4;15/06/2025;4;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
343;84;4;13/04/2025;3;Average experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
344;21;10;2/11/2025;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
345;48;4;24/07/2024;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
346;84;15;27/06/2025;5;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
347;75;16;19/08/2025;1;Disappointed  with the performance.;-0.4767;Mixed Negative;-1.0 to -0.5
348;52;13;5/03/2024;2;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
349;26;11;19/11/2024;3;I love this product, will buy again!;0.6696;Mixed Positive;0.5 to 1.0
350;57;6;22/08/2025;3;Not  worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
351;55;5;2/05/2023;3;The product is okay, but  the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
352;43;11;22/12/2025;3;Average experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
353;36;15;8/09/2025;5;Great  purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
354;50;18;3/01/2024;2;Average experience, nothing special.;-0.3089;Mixed Negative;-1.0 to -0.5
355;59;9;4/03/2024;2;Average experience, nothing special.;-0.3089;Mixed Negative;-1.0 to -0.5
356;86;14;23/11/2023;1;The product arrived late.;0.0;Negative;0.0 to 4.9
357;1;3;1/04/2024;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
358;13;15;20/11/2023;3;Average experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
359;79;15;4/05/2024;5;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
360;33;15;9/09/2025;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
361;71;7;12/02/2024;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
362;33;11;11/02/2024;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
363;17;15;15/04/2025;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
364;46;8;26/04/2024;5;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
365;90;20;24/10/2025;3;Good quality, but could be  cheaper.;0.2382;Mixed Positive;0.5 to 1.0
366;46;7;14/11/2023;5;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
367;96;1;2/07/2024;3;Not worth the  money.;-0.1695;Mixed Positive;-1.0 to -0.5
368;34;8;11/05/2025;1;Not satisfied, the product broke after a week.;-0.6288;Mixed Negative;-1.0 to -0.5
369;48;4;19/12/2024;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
370;73;6;13/04/2023;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
371;29;1;20/01/2024;2;Product did not meet my expectations.;0.0;Negative;0.0 to 4.9
372;91;6;10/05/2023;4;I love this product, will  buy again!;0.6696;Positive;0.5 to 1.0
373;92;14;12/07/2025;1;Average experience, nothing special.;-0.3089;Mixed Negative;-1.0 to -0.5
374;89;12;8/02/2023;1;The product  stopped working after a month.;-0.2263;Mixed Negative;-1.0 to -0.5
375;73;4;16/12/2024;5;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
376;38;6;3/07/2023;3;Good quality,  but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
377;77;4;29/11/2023;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
378;64;9;20/03/2024;2;The product arrived  late.;0.0;Negative;0.0 to 4.9
379;62;4;27/01/2023;5;The  quality is top-notch.;0.0;Positive;0.0 to 4.9
380;52;4;23/02/2024;4;I love  this product, will buy again!;0.6696;Positive;0.5 to 1.0
381;45;4;24/01/2024;3;Good quality, but  could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
382;38;7;3/09/2023;4;Good quality,  but could be cheaper.;0.2382;Positive;0.5 to 1.0
383;54;13;5/09/2024;5;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
384;20;3;4/06/2025;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
385;81;5;9/06/2023;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
386;86;5;9/04/2024;3;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
387;42;14;29/03/2025;5;Shipping was fast and the  item was well-packaged.;0.0;Positive;0.0 to 4.9
388;99;1;10/12/2025;1;Disappointed with the performance.;-0.4767;Mixed Negative;-1.0 to -0.5
389;14;2;14/09/2024;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
390;30;10;22/05/2023;3;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
391;98;20;5/01/2024;3;Average experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
392;93;11;29/06/2023;5;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
393;6;20;18/04/2024;2;Product did not meet my expectations.;0.0;Negative;0.0 to 4.9
394;7;4;19/10/2024;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
395;35;9;12/04/2025;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
396;75;6;12/09/2025;3;Good  quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
397;11;14;23/04/2024;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
398;17;7;2/09/2023;5;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
399;68;1;21/07/2024;3;Average experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
400;42;10;30/06/2023;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
401;93;18;13/04/2024;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
402;68;12;16/12/2025;4;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
403;53;14;18/06/2023;3;Good quality, but  could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
404;90;7;4/06/2025;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
405;43;4;10/09/2025;5;Exceeded my  expectations!;0.0;Positive;0.0 to 4.9
406;11;9;15/12/2025;5;Exceeded my expectations!;0.0;Positive;0.0 to 4.9
407;79;11;12/01/2023;2;Disappointed with the  performance.;-0.4767;Mixed Negative;-1.0 to -0.5
408;17;4;12/12/2023;5;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
409;59;19;22/02/2023;5;I love this product, will buy  again!;0.6696;Positive;0.5 to 1.0
410;83;1;11/01/2023;1;Product did not meet my expectations.;0.0;Negative;0.0 to 4.9
411;32;15;5/03/2023;3;The product is okay, but the  instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
412;83;7;10/05/2024;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
413;60;12;24/08/2023;5;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
414;59;14;31/07/2025;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
415;97;8;4/06/2025;2;Disappointed with the  performance.;-0.4767;Mixed Negative;-1.0 to -0.5
416;15;17;19/04/2023;5;The quality is top-notch.;0.0;Positive;0.0 to 4.9
417;9;16;28/11/2024;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
418;94;2;2/03/2025;1;Not satisfied, the product broke after a  week.;-0.6288;Mixed Negative;-1.0 to -0.5
419;68;6;1/09/2025;1;The color was different from what was shown.;0.0;Negative;0.0 to 4.9
420;18;11;10/06/2023;5;I love this  product, will buy again!;0.6696;Positive;0.5 to 1.0
421;75;13;18/08/2025;5;The quality is top-notch.;0.0;Positive;0.0 to 4.9
422;81;17;30/09/2025;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
423;76;18;1/08/2023;2;Product did not meet my expectations.;0.0;Negative;0.0 to 4.9
424;53;11;21/03/2024;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
425;89;6;4/03/2025;2;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
426;74;17;7/04/2024;4;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
427;81;11;20/08/2025;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
428;58;9;17/01/2025;5;The build  quality is impressive.;0.5106;Positive;0.5 to 1.0
429;71;2;8/06/2023;4;Customer  support was very helpful.;0.6997;Positive;0.5 to 1.0
430;99;9;3/08/2025;2;Average experience, nothing special.;-0.3089;Mixed Negative;-1.0 to -0.5
431;94;11;10/02/2023;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
432;31;18;14/02/2025;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
433;72;2;11/06/2025;5;The quality is top-notch.;0.0;Positive;0.0 to 4.9
434;7;18;25/02/2023;5;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
435;65;1;28/02/2023;5;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
436;11;1;3/01/2024;4;Shipping was fast  and the item was well-packaged.;0.0;Positive;0.0 to 4.9
437;73;4;24/06/2023;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
438;72;20;13/09/2023;5;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
439;67;11;11/11/2025;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
440;93;7;22/07/2023;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
441;12;6;3/09/2023;1;Product did  not meet my expectations.;0.0;Negative;0.0 to 4.9
442;28;8;6/04/2025;1;The product stopped working after a month.;-0.2263;Mixed Negative;-1.0 to -0.5
443;37;13;19/01/2024;3;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
444;22;16;20/10/2023;5;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
445;25;14;27/05/2023;3;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
446;84;14;10/06/2025;5;The quality is top-notch.;0.0;Positive;0.0 to 4.9
447;38;2;19/08/2024;4;Shipping  was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
448;75;12;25/12/2025;4;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
449;43;14;10/03/2024;5;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
450;92;4;4/08/2024;5;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
451;68;11;18/04/2023;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
452;42;19;28/08/2024;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
453;100;2;23/04/2023;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
454;27;9;17/09/2025;4;Customer support  was very helpful.;0.6997;Positive;0.5 to 1.0
455;79;20;30/07/2024;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
456;2;1;9/01/2024;2;Product did not meet my expectations.;0.0;Negative;0.0 to 4.9
457;29;1;12/12/2024;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
458;42;20;5/07/2025;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
459;90;17;16/06/2023;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
460;92;16;9/08/2025;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
461;66;5;11/10/2025;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
462;85;14;2/02/2023;5;The  build quality is impressive.;0.5106;Positive;0.5 to 1.0
463;5;2;2/11/2025;3;Great purchase, very  satisfied.;0.8016;Mixed Positive;0.5 to 1.0
464;73;11;28/05/2024;4;Great purchase, very  satisfied.;0.8016;Positive;0.5 to 1.0
465;43;12;14/12/2025;1;Disappointed  with the performance.;-0.4767;Mixed Negative;-1.0 to -0.5
466;49;16;16/02/2023;5;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
467;29;16;16/07/2023;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
468;12;12;9/01/2024;5;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
469;54;13;6/10/2023;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
470;46;1;24/10/2025;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
471;88;4;26/04/2024;5;The quality is top-notch.;0.0;Positive;0.0 to 4.9
472;69;8;5/12/2024;4;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
473;7;19;3/08/2024;1;The product arrived late.;0.0;Negative;0.0 to 4.9
474;47;20;31/05/2025;3;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
475;74;20;18/04/2023;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
476;54;10;12/12/2023;4;Customer support  was very helpful.;0.6997;Positive;0.5 to 1.0
477;91;10;25/04/2025;4;The  quality is top-notch.;0.0;Positive;0.0 to 4.9
478;79;6;23/07/2023;5;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
479;7;13;28/12/2024;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
480;90;9;22/07/2023;5;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
481;21;2;2/12/2024;4;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
482;49;10;11/07/2025;5;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
483;28;20;29/06/2024;2;The product arrived late.;0.0;Negative;0.0 to 4.9
484;36;10;22/08/2023;1;The product arrived late.;0.0;Negative;0.0 to 4.9
485;66;18;10/06/2025;5;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
486;44;3;20/01/2024;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
487;78;3;1/05/2025;1;I had a bad experience with this product.;-0.5423;Mixed Negative;-1.0 to -0.5
488;89;12;24/02/2025;5;Exceeded my expectations!;0.0;Positive;0.0 to 4.9
489;15;8;9/11/2023;4;Five stars  for the quick delivery.;0.0;Positive;0.0 to 4.9
490;46;11;5/07/2025;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
491;59;6;22/06/2023;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
492;94;20;19/03/2025;2;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-1.0 to -0.5
493;26;2;16/07/2024;5;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
494;2;13;25/05/2025;5;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
495;56;7;26/04/2023;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
496;87;1;29/01/2024;5;Exceeded my expectations!;0.0;Positive;0.0 to 4.9
497;90;6;21/02/2024;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
498;81;17;17/01/2025;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
499;72;6;26/08/2024;4;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
500;57;9;20/12/2025;2;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
501;39;12;1/12/2023;4;Customer support was  very helpful.;0.6997;Positive;0.5 to 1.0
502;5;1;10/11/2025;2;Product  did not meet my expectations.;0.0;Negative;0.0 to 4.9
503;5;16;3/07/2024;2;Product did not meet  my expectations.;0.0;Negative;0.0 to 4.9
504;35;8;18/01/2024;4;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
505;82;2;11/07/2024;5;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
506;80;8;19/10/2025;2;Average experience,  nothing special.;-0.3089;Mixed Negative;-1.0 to -0.5
507;66;3;10/12/2024;3;Customer support  was very helpful.;0.6997;Mixed Positive;0.5 to 1.0
508;64;14;19/01/2025;3;Good quality, but could be  cheaper.;0.2382;Mixed Positive;0.5 to 1.0
509;5;11;25/05/2024;5;The quality is top-notch.;0.0;Positive;0.0 to 4.9
510;20;6;5/11/2024;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
511;55;15;1/04/2025;1;Not  worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
512;11;1;15/01/2025;3;Shipping was fast and the item was well-packaged.;0.0;Neutral;0.0 to 4.9
513;21;3;9/11/2025;5;Amazing value  for the price.;0.7351;Positive;0.5 to 1.0
514;72;15;18/06/2023;2;Average experience, nothing special.;-0.3089;Mixed Negative;-1.0 to -0.5
515;89;3;6/12/2024;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
516;46;18;3/01/2025;4;The quality  is top-notch.;0.0;Positive;0.0 to 4.9
517;29;4;30/03/2024;5;Great purchase, very  satisfied.;0.8016;Positive;0.5 to 1.0
518;17;12;27/04/2024;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
519;58;4;6/03/2023;3;The product is okay, but the instructions were unclear.;-0.2617;Mixed Positive;-1.0 to -0.5
520;63;1;24/08/2024;3;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
521;47;5;31/03/2024;2;Product did not meet my expectations.;0.0;Negative;0.0 to 4.9
522;8;10;4/08/2023;1;Product  did not meet my expectations.;0.0;Negative;0.0 to 4.9
523;8;12;7/12/2023;5;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
524;27;4;1/09/2025;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
525;1;1;23/11/2023;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
526;74;3;20/05/2025;3;Good  quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
527;27;14;3/07/2024;3;Not worth  the money.;-0.1695;Mixed Positive;-1.0 to -0.5
528;81;16;9/11/2024;5;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
529;19;11;5/05/2025;4;Five stars  for the quick delivery.;0.0;Positive;0.0 to 4.9
530;48;10;24/11/2025;5;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
531;65;3;21/07/2024;5;Exceeded my expectations!;0.0;Positive;0.0 to 4.9
532;6;6;30/05/2023;5;The quality is top-notch.;0.0;Positive;0.0 to 4.9
533;92;6;6/04/2024;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
534;41;2;2/07/2025;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
535;85;13;25/03/2023;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
536;33;19;29/12/2024;2;Not worth the money.;-0.1695;Mixed Negative;-1.0 to -0.5
537;8;9;11/03/2023;4;Shipping was fast and the item  was well-packaged.;0.0;Positive;0.0 to 4.9
538;29;16;12/11/2025;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
539;74;17;2/12/2024;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
540;28;18;9/12/2025;3;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
541;73;20;8/08/2025;5;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
542;49;5;11/07/2023;1;Not  satisfied, the product broke after a week.;-0.6288;Mixed Negative;-1.0 to -0.5
543;64;17;31/10/2023;5;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
544;65;6;29/10/2023;5;The quality is top-notch.;0.0;Positive;0.0 to 4.9
545;45;13;11/06/2024;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
546;33;1;14/11/2024;5;Exceeded my expectations!;0.0;Positive;0.0 to 4.9
547;28;11;28/05/2024;1;The product arrived late.;0.0;Negative;0.0 to 4.9
548;40;12;11/01/2023;5;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
549;73;15;6/04/2025;4;Five stars for the quick  delivery.;0.0;Positive;0.0 to 4.9
550;51;12;7/10/2024;3;Shipping was fast and the item was well-packaged.;0.0;Neutral;0.0 to 4.9
551;45;2;17/04/2025;3;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.5 to 1.0
552;68;1;28/07/2023;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
553;60;20;26/04/2025;5;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
554;18;1;16/08/2024;2;The product arrived late.;0.0;Negative;0.0 to 4.9
555;69;18;24/11/2025;5;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
556;91;6;4/01/2025;4;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
557;55;10;28/07/2024;3;Great purchase,  very satisfied.;0.8016;Mixed Positive;0.5 to 1.0
558;83;13;11/02/2025;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
559;46;12;16/05/2024;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
560;24;6;8/11/2024;5;Exceeded my expectations!;0.0;Positive;0.0 to 4.9
561;6;5;27/02/2025;1;The product stopped working after a month.;-0.2263;Mixed Negative;-1.0 to -0.5
562;41;5;25/02/2024;3;Not worth the money.;-0.1695;Mixed Positive;-1.0 to -0.5
563;86;13;27/02/2025;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
564;9;12;13/10/2025;5;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
565;60;20;30/06/2024;1;Terrible customer service, would not  buy again.;-0.4767;Mixed Negative;-1.0 to -0.5
566;89;10;15/08/2025;4;Five  stars for the quick delivery.;0.0;Positive;0.0 to 4.9
567;78;16;21/02/2024;5;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
568;17;13;4/08/2024;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
569;58;9;17/07/2024;5;Exceeded my  expectations!;0.0;Positive;0.0 to 4.9
570;50;15;29/04/2025;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
571;2;8;15/10/2024;3;Average experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
572;37;16;23/04/2025;4;Great purchase, very  satisfied.;0.8016;Positive;0.5 to 1.0
573;57;8;27/04/2024;4;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
574;72;9;13/10/2025;5;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 4.9
575;93;14;19/09/2025;5;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
576;71;9;4/10/2025;5;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
577;65;9;18/04/2024;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
578;32;15;1/08/2023;5;The quality is top-notch.;0.0;Positive;0.0 to 4.9
579;24;8;16/01/2024;4;Good quality, but could be cheaper.;0.2382;Positive;0.5 to 1.0
580;48;1;15/04/2025;3;Average  experience, nothing special.;-0.3089;Mixed Positive;-1.0 to -0.5
581;69;18;19/03/2024;4;The quality is top-notch.;0.0;Positive;0.0 to 4.9
582;65;9;29/01/2023;5;Exceeded my  expectations!;0.0;Positive;0.0 to 4.9
583;88;8;3/07/2025;5;Five stars for the quick delivery.;0.0;Positive;0.0 to 4.9
584;70;20;4/12/2024;4;Exceeded my expectations!;0.0;Positive;0.0 to 4.9
585;87;12;23/10/2025;4;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
